20.886356047859334;17.49847350245616;26.994688796032563;65.37951834634805;52.0;30.0;40.0;122.0
21.14652309244519;26.714578906752045;14.705481427033435;62.566583426230665;44.0;41.0;26.0;111.0
24.727600445796476;20.04590467207512;25.177904798184695;69.95140991605629;57.0;36.0;37.0;130.0
22.624994497739696;25.077489495096746;19.252095830109617;66.95457982294606;47.0;38.0;26.0;111.0
19.233977766604045;20.04590467207512;26.19328757137112;65.47317001005028;44.0;36.0;36.0;116.0
21.14652309244519;17.49847350245616;26.70123575214623;65.34623234704758;44.0;30.0;42.0;116.0
17.20155009663964;25.31460326661346;26.652278107131707;69.1684314703848;44.0;36.0;36.0;116.0
17.20155009663964;23.12447358917121;26.994688796032563;67.32071248184342;44.0;38.0;40.0;122.0
18.71355751461906;24.650083804506064;21.750222989126254;65.11386430825138;34.0;38.0;39.0;111.0
17.20155009663964;21.605711203368895;26.19328757137112;65.00054887137965;44.0;36.0;36.0;116.0
20.886356047859334;21.634771256291412;26.994688796032563;69.51581610018332;52.0;30.0;40.0;122.0
17.20155009663964;25.31460326661346;13.950844619618653;56.466997982871746;44.0;36.0;26.0;106.0
17.20155009663964;21.178305512778213;26.19328757137112;64.57314318078897;44.0;36.0;36.0;116.0
24.016475176738172;21.634771256291412;26.70123575214623;72.35248218517582;44.0;30.0;42.0;116.0
20.886356047859334;20.04590467207512;26.48674061525745;67.41900133519191;52.0;36.0;34.0;122.0
