17.228009718084746;15.09083264970256;14.32455532033676;46.64339768812407;41.0;24.0;28.0;93.0
17.228009718084746;15.09083264970256;18.83778839630264;51.15663076408994;41.0;24.0;34.0;99.0
17.228009718084746;15.09083264970256;15.404918347287666;47.723760715074974;41.0;24.0;34.0;99.0
17.228009718084746;15.09083264970256;17.089724298507356;49.40856666629466;41.0;24.0;28.0;93.0
17.906114355209763;17.75853372054694;18.586825657930465;54.25147373368716;40.0;27.0;26.0;93.0
17.228009718084746;15.09083264970256;14.32455532033676;46.64339768812407;41.0;24.0;28.0;93.0
17.228009718084746;15.09083264970256;18.83778839630264;51.15663076408994;41.0;24.0;34.0;99.0
14.307135789365265;18.77066466002461;16.902019706710774;49.97982015610065;37.0;30.0;32.0;99.0
17.228009718084746;15.09083264970256;18.83778839630264;51.15663076408994;41.0;24.0;34.0;99.0
17.906114355209763;17.75853372054694;16.902019706710774;52.566667782467476;40.0;27.0;32.0;99.0
19.86387347175358;15.09083264970256;14.32455532033676;49.2792614417929;43.0;24.0;28.0;95.0
19.965837776160793;19.736342508280497;19.089724298507356;58.791904582948646;36.0;23.0;32.0;91.0
19.86387347175358;15.09083264970256;14.32455532033676;49.2792614417929;43.0;24.0;28.0;95.0
13.543203766865055;18.479556723269177;18.586825657930465;50.60958614806469;37.0;28.0;26.0;91.0
19.86387347175358;15.09083264970256;14.32455532033676;49.2792614417929;43.0;24.0;28.0;95.0
