path_1_0.1;;;;;;;;;;;;;;;;
18,8568674754801;18,9815194186009;18,8818329020519;18,9356648256589;18,3360094267532;18,8795790723864;18,8191319096608;131,690605030592;35;37;59;42;32;30;46;281;272,2
17,4676193396788;18,9838015856733;18,6502815398729;18,3137552079634;18,7706646600246;18,432766185082;18,8191319096608;129,438020427956;53;34;34;26;41;37;46;271;
17,4676193396788;18,8836270119067;18,567196007456;18,5280239729053;17,9397552946784;18,2455231204901;18,1040247779202;127,735769525036;53;35;43;38;36;41;25;271;
16,8929222269922;18,9838015856733;18,8724066790833;17,9152118349284;18,7238741218375;18,259729728469;18,8618745083275;128,509820685311;56;34;43;34;39;30;33;269;
18,6791438574286;18,6663093924827;18,9604036043936;17,927446638339;18,3071357893653;18,8770655999712;18,7792717443648;130,196776626345;34;37;25;40;42;33;37;248;
18,6898112155471;17,7080061971325;16,8929222269922;18,9838015856733;18,895804660363;18,1700873254583;18,8284271247462;128,168860335913;32;35;56;34;39;37;34;267;
18,2889583405257;18,4881638076094;17,1355629141115;17,927446638339;18,7036873171786;18,2205576939183;18,6589570527697;127,423333764452;36;47;59;40;31;25;28;266;
18,916080475006;18,8032752826398;18,7792717443648;18,6018142902367;17,927446638339;17,9508446196187;18,911578713634;129,890311763839;24;34;39;71;40;40;35;283;
18,4881638076094;17,927446638339;18,9313435514711;18,4671760955862;17,3564510976515;17,0974520683007;18,7792717443648;127,047305003323;47;40;38;52;38;32;41;288;
18,2846597437462;16,4496599093805;17,9397552946784;18,6391922149326;18,9838015856733;18,4881638076094;18,8836270119067;127,668859567927;36;29;36;55;38;47;37;278;
path_2_0.2;;;;;;;;;;;;;;;;
20,6018142902367;20,834824716515;19,5250263180255;20,7792717443648;20,9985144502044;20,0805229548558;122,819974474202;49;37;52;51;39;34;262;276;;
20,9976776873049;20,8818329020519;19,6244628045806;20,9126870648293;20,765928589759;19,8770543022872;123,059643350813;42;52;53;46;43;50;286;;;
20,6716337667075;19,3203279175829;20,6898112155471;20,4434335432005;19,8137961557116;20,8818329020519;121,820835500802;31;40;38;38;56;52;255;;;
20,8818329020519;20,8747447781526;20,5777281782119;20,734541479956;19,9023773699825;20,4917030574698;123,462927765825;52;45;47;40;60;41;285;;;
20,5595507293723;20,8818329020519;20,3071357893653;20,6422232804578;20,0592945135113;20,5918309444061;123,041868159165;33;52;72;34;37;47;275;;;
20,837102637643;20,9308933440987;18,8836270119067;20,1179008795517;20,7990365822019;20,5918309444061;122,160391399808;44;36;55;47;44;47;273;;;
20,5364333218787;19,6244628045806;19,4787086646191;20,5116656306737;20,8818329020519;20,7792717443648;121,812375068169;43;53;51;35;52;44;278;;;
20,895804660363;20,765928589759;20,9624668694364;20,837102637643;20,2426406871193;20,8836270119067;124,587570456227;53;48;50;44;44;54;293;;;
20,1239581748914;20,231551362179;20,765928589759;19,9508446196187;20,8818329020519;20,6502815398729;122,604397188373;24;46;43;66;52;36;267;;;
19,3416602007121;20,4434335432005;20,4621851444122;20,4874756768642;20,6923005964998;20,5459947008876;121,973049862576;44;47;60;56;42;37;286;;;
path_3_0.3;;;;;;;;;;;;;;;;
17,6568542494924;20,2426406871193;22,2455231204901;23,6497533370326;24,1674115289709;24,5872456786458;29,0710678118655;161,620496413617;54;43;56;57;53;59;71;393;388,4
17,8378822677365;18,5009982725553;22,4285800982569;23,9152118349284;24,754306317793;25,0999414492534;26,2885453591944;158,825465599718;41;34;47;64;50;68;75;379;
18,9738223583;20,2426406871193;22,6575251542032;23,2301307612964;24,3071357893653;25,9427863602036;29,8782912579576;165,232332368445;28;43;41;46;65;63;103;389;
18,6502815398729;20,6812112715595;22,2889583405257;23,8729709514722;24,844454977356;24,8437668466108;29,255257903518;164,436901830915;36;39;71;57;69;42;64;378;
18,3360094267532;20,7836071000369;22,7524872111851;23,9506468842518;24,1674115289709;24,5962560603786;29,4078007806585;163,994218992235;32;47;48;61;53;78;65;384;
18,8818329020519;20,7792717443648;22,4917030574698;23,4787086646191;24,1674115289709;24,7997247129471;28,3995825933386;162,998235203762;57;43;45;65;53;60;79;402;
18,6791438574286;20,8770655999712;22,6422232804578;23,7001456730843;24,8344716315254;25,4787086646191;28,128990204492;164,340748911578;25;36;62;54;48;68;100;393;
18,9349766949137;20,831309558117;22,8401337031682;23,7838567882422;24,5141550116265;24,701433487513;29,6274637069481;165,233328950529;36;44;50;82;59;52;77;400;
18,7274446859535;20,5918309444061;21,3026191740445;23,4246831851247;24,4011926597443;25,7213493517384;28,2137518597856;162,382871860797;24;47;45;47;80;75;61;379;
17,3096605594644;20,1232655535226;20,4881638076094;23,9472114761761;24,901597739889;25,2780870341267;29,3979684390678;161,445954609856;32;40;48;59;55;95;58;387;
path_4_0.4;;;;;;;;;;;;;;;;
20,837102637643;22,7836071000369;23,2514076993644;24,1376657173888;25,3096605594644;27,7213493517384;144,040793065636;44;53;54;48;57;85;341;359,4;;
20,2889583405257;22,3071357893653;23,7733871654905;24,3398950422014;25,6251184000825;29,9928636762455;146,327358413911;32;62;54;45;84;75;352;;;
20,6589570527697;22,5373191879908;23,8917990218482;24,7301163639835;25,9639900388576;29,3650581819918;147,147239847442;36;54;32;73;89;96;380;;;
20,5298770879774;22,9369017813293;22,5918309444061;24,7510803093717;25,3425821363727;29,911738641539;146,064010900996;37;53;51;48;95;72;356;;;
19,7900831544222;21,9016892392373;23,8789793887028;24,6607511626245;25,5121560482004;28,128990204492;143,872649197679;35;60;66;62;48;90;361;;;
