path_1_0.1;;;;;;;;;;;;
18,5273358421601;22,3071357893653;24,2264422727926;21,1224174948725;27,9256814798283;114,109012879019;33;50;49;46;50;228;224,433333333333
17,113122279787;22,5777281782119;21,8437668466108;25,9706094574557;26,242112484279;113,747339246344;31;43;50;50;56;230;
17,2267727624144;22,128990204492;24,5064312356617;24,4881638076094;28,4559375406729;116,80629555085;26;50;46;46;53;221;
18,4628407399142;21,7585337205469;24,672193971357;25,4337919846756;27,8410910501235;118,168451466617;27;37;61;49;50;224;
17,4412480026705;22,0160278526098;23,5273358421601;25,8770543022872;28,3159028016104;117,177568801338;22;44;47;53;59;225;
11,2267727624144;21,7858444539843;24,4268774877504;25,1384453474823;26,0646550301509;108,642595081782;18;54;49;47;53;221;
16,7688705501698;21,6857278868803;22,9842920032;24,8306214273718;28,9016892392373;115,171201106859;22;49;47;50;59;227;
18,5273358421601;22,7054814270334;24,4493181220748;23,0974520683007;27,5693903100817;116,348977769651;33;50;48;42;50;223;
16,9309572247279;21,7858444539843;24,3110327024974;25,7242317851092;26,7634038196599;115,515469985979;13;54;44;50;52;213;
11,2267727624144;22,128990204492;24,2264422727926;24,631691109702;27,8437668466108;110,057663196012;18;54;49;45;55;221;
17,7102600267981;22,128990204492;19,6438687581583;25,9508446196187;28,7887268873552;114,222690496422;30;53;39;49;58;229;
17,6989087174139;22,1941734374831;24,4268774877504;23,1869125971184;27,8733286147439;115,38020085451;31;50;49;50;46;226;
18,3757124325332;22,128990204492;22,6838886897898;25,8863495173727;27,2355397746595;116,310480618847;20;50;51;52;53;226;
17,4412480026705;21,7858444539843;22,5852582347866;24,6385953616528;28,7887268873552;115,239672940449;22;54;47;46;58;227;
18,4628407399142;22,128990204492;24,6497533370326;24,6385953616528;27,5918309444061;117,472010587498;20;53;49;46;58;226;
16,3491902572868;22,128990204492;21,9838015856733;25,7924638725824;27,3745133249821;113,628959245017;28;53;41;49;55;226;
18,5273358421601;22,4852813742386;24,4493181220748;23,1869125971184;28,2809694674975;116,929817403089;33;48;48;50;46;225;
17,7634038196599;21,7858444539843;22,2117527347902;24,6385953616528;28,7887268873552;115,188323257442;34;54;38;46;58;230;
17,4412480026705;21,6857278868803;23,5273358421601;23,1869125971184;28,7887268873552;114,629951216185;30;49;42;50;58;229;
16,9309572247279;22,3071357893653;23,9908647128195;24,5366310572456;28,1804998154039;115,946088599562;13;50;44;51;59;217;
16,2399648906319;22,7792717443648;23,5453065701424;24,2455231204901;28,2066774349555;115,016743760585;15;54;29;48;68;214;
11,2267727624144;21,7858444539843;22,6838886897898;24,6385953616528;28,7887268873552;109,123828155196;18;54;51;46;58;227;
14,3890504225827;21,7858444539843;22,6838886897898;25,6597366828632;26,6105813024819;111,129101551702;22;54;51;50;49;226;
18,5273358421601;22,1934853067379;24,1869125971184;25,1869125971184;27,8733286147439;117,967974957879;33;55;49;50;46;233;
18,7234521550157;22,7792717443648;23,8220143430316;24,0189102859807;28,8980560957947;118,241704624188;24;57;48;41;52;222;
17,4412480026705;21,6857278868803;24,2925048203307;22,3584854723723;28,7887268873552;114,566693069609;30;49;43;46;58;226;
15,9508446196187;20,3548523289297;21,9985144502045;25,7924638725824;28,0639668994057;112,160642170741;29;40;39;49;62;219;
14,9442719099992;22,1934853067379;23,5273358421601;24,6385953616528;28,1377572167371;113,441445637287;17;55;47;46;59;224;
14,2399648906319;22,7792717443648;22,5339085517796;23,1869125971184;28,6105813024819;111,350639086377;23;59;33;50;58;223;
15,0393319624556;19,3137084989848;24,8462916167099;23,1869125971184;28,7149365700238;111,101181245293;24;37;62;50;52;225;
