16.640986324787455;18.170087325458258;18.11969498940653;18.931343551471137;71.86211219112337;33.0;28.0;45.0;37.0;143.0
16.779271744364845;19.77269903474535;19.970609457455737;16.284695155040843;72.80727539160677;47.0;33.0;45.0;42.0;167.0
19.79246387258243;19.94032842620067;18.11969498940653;19.812559200041264;77.66504648823089;47.0;25.0;45.0;36.0;153.0
19.200058016357435;19.008767012245137;19.83719413699133;16.074964724997635;74.12098389059153;39.0;26.0;30.0;22.0;117.0
16.779271744364845;19.562968604702142;18.11969498940653;19.309924351302218;73.77185968977572;47.0;34.0;45.0;38.0;164.0
16.779271744364845;19.77269903474535;18.015339721864635;16.284695155040843;70.85200565601568;47.0;33.0;32.0;42.0;154.0
19.867759087201815;19.271860667946708;18.11969498940653;16.074964724997635;73.33427946955268;48.0;29.0;45.0;22.0;144.0
18.313755207963357;19.008767012245137;18.11969498940653;17.170953173065218;72.61317038268024;44.0;26.0;45.0;22.0;137.0
19.75977067621732;18.262405524956367;19.34261754766733;18.901046542878234;76.26584029171926;42.0;35.0;13.0;34.0;124.0
16.640986324787455;19.365746312736945;18.11969498940653;16.074964724997635;70.20139235192858;33.0;26.0;45.0;22.0;126.0
19.79246387258243;19.769065891302752;18.838896747497845;16.284695155040843;74.68512166642387;47.0;26.0;45.0;42.0;160.0
16.779271744364845;19.90624295968494;18.015339721864635;16.284695155040843;70.98554958095525;47.0;26.0;32.0;42.0;147.0
19.867759087201815;19.27935940109173;19.970609457455737;19.309924351302218;78.4276522970515;48.0;26.0;45.0;38.0;157.0
18.62512969776645;19.094481770482982;19.970609457455737;16.284695155040843;73.97491608074601;26.0;31.0;45.0;42.0;144.0
18.55639589508264;16.94427190999916;18.015339721864635;16.284695155040843;69.80070268198727;44.0;22.0;32.0;42.0;140.0
