path_1_0.1;;;;;;;;;;;;;;;;;;
14,9637475352694;14,5373191879908;11,8416192529638;14,6046652096173;14,3682710828361;13,0094551429903;13,8378822677365;14,9985144502045;112,161474129609;18;27;19;16;21;32;29;22;184;188,2
14,6099386061228;14,9985144502045;14,296046464425;11,8416192529638;13,8378822677365;14,3682710828361;13,6212327846343;14,9637475352694;112,537252444192;22;22;25;19;35;21;29;18;191;
13,4235748339295;14,639283492398;14,6593790195915;14,7054814270334;14,296046464425;11,2267727624144;14,67004637771;14,9303914291534;112,550975806655;13;22;26;16;25;25;23;29;179;
14,9983658180501;14,4562680081464;14,9217958643801;14,8072234460922;13,2912678646603;14,8323353355623;14,3591736031175;14,6593790195915;116,3258089596;22;20;27;21;29;19;18;26;182;
14,6046652096173;12,6593790195915;14,4562680081464;14,67004637771;14,8663982418527;14,1977240071758;14,5373191879908;14,6018142902367;114,593614342321;16;23;20;23;24;23;18;31;178;
14,8072234460922;13,8378822677365;14,8323353355623;14,6099386061228;14,7575192407856;14,5764912225415;13,4787086646191;13,9907047849146;114,890803568374;21;35;19;22;29;19;25;26;196;
14,064495102246;13,9907047849146;14,67004637771;14,6099386061228;14,9985144502045;14,8072234460922;14,6837289234542;14,8902464305048;116,714898121249;33;26;22;22;22;21;18;32;196;
14,9356648256589;14,6253161133011;14,8320635837639;13,991941740585;14,67004637771;14,8173377998059;14,6099386061228;12,6593790195915;115,141688066539;33;18;15;24;23;27;22;23;185;
14,9985144502045;14,6593790195915;14,6409863247875;14,3071357893653;14,8323353355623;14,6099386061228;14,4808114678964;14,1065495701675;116,635650563698;22;26;32;28;16;22;17;33;196;
13,8378822677365;13,991941740585;14,9349766949137;14,6099386061228;14,8173377998059;14,6391922149326;14,8323353355623;14,5373191879908;116,20092384765;35;24;27;22;27;18;19;23;195;
path_2_0.2;;;;;;;;;;;;;;;;;;
16,8284271247462;16,8618745083275;16,3360094267532;16,5132330759659;16,7613433239987;16,349878388032;16,7054814270334;116,356247274857;36;34;32;29;19;31;37;218;227,2;;
16,8704461813731;16,3360094267532;16,7229009580049;16,3385953456351;15,8954469970913;16,6011261594915;16,3890504225827;115,153575490932;37;32;22;26;29;46;28;220;;;
16,7613433239987;16,9946016980467;16,7147766421189;16,6142267883608;16,5614711949173;16,6018142902367;16,3491902572868;116,597424194966;19;33;43;24;28;42;36;225;;;
15,7690658913028;16,3890504225827;16,3245553203368;16,895804660363;16,8747447781526;16,0441105622203;16,4236687053634;114,721000340322;23;38;27;44;30;25;35;222;;;
16,6018142902367;16,8618745083275;16,8818329020519;16,9193064834273;15,9563202757269;16,8510743959541;16,3591736031175;116,431396458842;34;34;31;29;22;40;31;221;;;
16,67004637771;16,6837289234542;16,7558737630852;15,6989087174139;16,1196949894065;16,6018142902367;16,8510743959541;115,381141457261;28;33;34;38;20;34;35;222;;;
16,895804660363;16,5497764764846;16,3385953456351;16,97607381588;16,9115787136341;16,9193064834273;16,8747447781526;117,465880273577;44;41;26;33;36;28;30;238;;;
16,895804660363;16,3491902572868;16,3789384409545;16,8203688653311;16,7238741218375;16,5764912225415;16,3591736031175;116,103841171432;44;36;32;38;26;39;33;248;;;
16,3385953456351;16,8611863775823;16,97607381588;16,8704461813731;16,7238741218375;16,4236687053634;16,8618745083275;117,055719055999;26;40;33;37;32;35;34;237;;;
16,895804660363;16,2426406871193;15,8954469970913;16,631691109702;16,8203688653311;16,3385953456351;16,4628407399141;115,287388405156;44;39;29;34;23;26;26;221;;;
path_3_0.3;;;;;;;;;;;;;;;;;;
13,3416602007121;16,9985144502045;17,1876007278636;19,8032639849558;20,2244632382797;22,5364333218787;24,063056261429;26,8191319096608;160,974124094984;17;27;34;60;25;46;52;81;342;329,2
14,1977240071758;16,9944665106841;17,7858444539843;19,5182383402932;20,8611863775823;21,8950250302695;24,9308933440987;26,9126870648293;163,096065128917;25;27;34;38;56;42;49;67;338;
13,991941740585;16,3360094267532;17,4142135623731;19,0974520683007;20,8260133127028;20,895804660363;24,5013092268484;26,945731151018;160,008475148944;26;32;39;40;27;62;46;50;322;
11,7993783695076;15,0505522639566;18,3491902572868;19,1954144830412;20,8818329020519;21,7949419337029;24,4826055777512;26,1179008795517;157,67181666685;25;28;41;31;65;31;64;45;330;
14,9349766949137;16,1700873254583;17,3657463127369;19,2520958301096;20,5595507293723;22,6018142902367;24,8938601399906;26,7940786186421;162,57220994146;20;21;38;51;29;61;54;45;319;
