37.7054383757,31.9602058912,39.7529801336,109.4186244
20.5366310572,39.1644365515,36.5917955331,96.2928631419
37.3756564092,39.2722642543,39.9903742953,116.638294959
35.5220000882,39.9958499514,21.9508446196,97.4686946592
34.6656212617,31.4679746087,39.8780422631,106.011638134
35.0498641332,39.4543676623,38.4706345662,112.974866362
37.2675269315,39.3239018286,21.9508446196,98.5422733797
21.365058182,39.4536439205,36.7699765293,97.5886786318
37.2414568888,39.318785235,38.4018653522,114.962107476
34.6422232805,39.6739432908,38.0308846445,112.347051216
38.3773642444,38.8014360855,23.7186735553,100.897473885
22.1289902045,39.0705509067,22.705481427,83.9050225382
23.4295532842,38.1804997933,39.7968512032,101.406904281
24.5366310572,39.5378167626,26.1394598272,90.2139076471
33.6554154087,39.9280734957,39.7634038197,113.346892724
38.8110736502,39.3239018286,22.705481427,100.840456906
21.365058182,36.9547415328,38.4229805746,96.7427802894
32.4874916542,39.8462916167,38.3422403491,110.67602362
37.2832096052,37.9439489079,35.765459914,110.992618427
21.365058182,39.6298632103,21.9508446196,82.9457660119
39.4044174195,38.6473057822,38.2466975282,116.29842073
37.3756564092,39.3235364781,24.1040247779,100.803217665
39.9179495381,39.6338853902,22.705481427,102.257316355
35.5351455075,39.9040887426,23.365058182,98.804292432
38.7169709447,39.8990134427,38.6712479202,117.287232308
31.0498641332,39.565368108,35.7213493517,106.336581593
35.5666177255,38.5499831134,38.9901765821,113.106777421
37.9017052166,39.2144712612,30.5526589099,107.668835388
21.365058182,39.6106851443,22.1487550423,83.1244983686
39.9179495381,39.1973822199,21.9508446196,101.066176378
