path_1_0.1;;;;;;;;;;;;;;;;;;
14,1977240071758;14,6450809511382;14,5764912225415;14,4721359549996;14,9349766949137;14,0420190566269;14,8724066790833;14,639283492398;116,380118058877;35;21;20;31;28;29;23;15;202;193,9
13,4878061443377;14,6253161133011;14,5962560603786;13,927446638339;14,8323353355623;12,6593790195915;14,2455231204901;13,2912678646603;111,665330296661;23;19;19;24;18;23;26;36;188;
14,9505667047357;14,2455231204901;14,128990204492;14,8770655999712;14,6450809511382;13,3005630797458;14,6593790195915;13,9796154599743;114,786784140139;12;26;37;22;16;18;25;39;195;
13,9796154599743;14,5563958950826;14,4496599093805;13,927446638339;14,2292975325135;14,6142267883608;14,7575192407856;14,9020197067108;115,416181171147;39;22;28;24;20;15;23;22;193;
13,8378822677365;14,2846951550408;13,4878061443377;14,2455231204901;14,4812334347182;13,927446638339;14,6593790195915;14,4852813742386;113,409247154492;36;21;23;26;18;24;25;11;184;
14,9946016980467;13,927446638339;13,7931520033276;13,7993783695076;14,9217958643801;14,8284271247462;14,6500838045061;14,1717328031587;115,086618306012;25;24;25;26;27;21;18;34;200;
14,8320635837639;13,7882890445674;14,6445568889035;14,9217958643801;14,5563958950826;14,3071357893653;13,927446638339;12,6593790195915;113,637062723993;14;22;18;30;22;37;24;23;190;
13,4878061443377;13,3005630797458;14,8323353355623;14,8902464305048;14,6837289234542;14,9647248785814;14,9738223583;14,9853690309655;116,118596181452;23;18;17;31;28;20;24;33;194;
14,6593790195915;14,8191319096608;13,4878061443377;11,7733871654905;14,8323353355623;14,6253161133011;14,2455231204901;14,8795790723864;113,32245788082;25;30;23;30;17;19;26;23;193;
14,8979717671904;14,6253161133011;14,1476466911338;14,5563958950826;14,8929222269922;13,927446638339;14,6791438574286;14,6278054942538;116,354648683721;25;19;22;22;40;24;25;23;200;
path_2_0.2;;;;;;;;;;;;;;;;;;
18,5009982725553;18,8748169483398;18,5116656306738;18,4628407399142;18,734541479956;18,1065141588729;18,9838015856733;130,175178815985;34;48;37;39;34;42;34;268;275;;
18,8618745083275;18,8818329020519;17,927446638339;18,0840735245484;18,7990365822019;18,8818329020519;18,9126870648293;130,34878412235;33;59;40;35;46;29;37;279;;;
18,8818329020519;17,7502229891263;18,8191319096608;18,4881638076094;18,3987032787916;18,9106993990871;17,7031719028988;128,951926189226;59;35;46;47;32;34;26;279;;;
18,9838015856733;18,9356648256589;18,8836270119067;17,927446638339;18,8818329020519;18,754306317793;18,9844897164185;131,351168997841;34;43;37;40;59;38;41;292;;;
18,8481919625833;18,2806118042258;18,6502815398729;18,7036873171786;17,8378822677365;17,6989087174139;18,9126870648293;128,93225067384;55;30;30;41;41;34;33;264;;;
17,8638734717536;18,9604036043936;18,754306317793;18,9738223583;18,9838015856733;18,4694247472176;18,8929222269922;130,898554312123;50;21;40;28;34;41;54;268;;;
18,8818329020519;18,0642973668792;18,8191319096608;17,8378822677365;18,7792717443648;17,4984735024562;18,9839343399283;128,864824033078;59;29;46;39;41;36;26;276;;;
18,9838015856733;18,9748368602096;18,7706646600246;18,2345824277042;17,7080061971325;18,3987032787916;18,8818329020519;129,952427911588;34;41;41;43;35;32;59;285;;;
18,8568674754801;18,9844897164185;16,8929222269922;18,3491902572868;18,9054131168875;17,8032639849558;18,8724066790833;128,664553457104;31;41;56;39;22;37;43;269;;;
18,5050462120757;17,927446638339;16,8929222269922;18,9748368602096;18,8717185483381;18,8568674754801;18,3987032787916;128,427541240226;43;40;56;41;27;31;32;270;;;
path_3_0.3;;;;;;;;;;;;;;;;;;
14,9946016980467;17,4787086646191;18,8836270119067;19,3650581819918;22,1105956997948;23,6948253665989;24,9665148089568;28,5386871515443;170,032618583459;25;34;55;45;28;68;60;70;385;370,5
14,3591736031175;17,9599420993373;19,5771621272523;20,7447844381449;21,3416602007121;23,8520888757154;24,4229805746182;27,4566256714181;169,714417590316;16;42;17;38;50;76;55;61;355;
