19,8137961557116;19,730446831457;19,9066160704203;18,5588739562032;78,0097330137921;28;43;36;20;127;532
19,3092385926426;19,1355629141115;19,4696286954981;19,0881568532152;77,0025870554674;24;44;27;39;134;
19,730446831457;19,9283685739996;19,4760328681317;19,4164078649987;78,551256138587;43;36;34;20;133;
19,3003653443789;19,4760328681317;19,8638734717536;19,8137961557116;78,4540678399759;40;34;36;28;138;
;;;;;;;;;;
100;;;;;;;;;;
19,8137961557116;18,4434335432005;19,730446831457;19,0881568532152;77,0758333835844;28;35;43;39;145;561
19,7193616859962;19,8137961557116;19,730446831457;19,7993783695076;79,0629830426724;34;28;43;28;133;
19,8638734717536;19,8137961557116;19,730446831457;19,0881568532152;78,4962733121374;36;28;43;39;146;
19,8137961557116;19,8638734717536;19,730446831457;19,0204357425479;78,4285522014701;28;36;43;30;137;
;;;;;;;;;;
150;;;;;;;;;;
19,8137961557116;19,3003653443789;19,8638734717536;19,0881568532152;78,0661918250594;28;40;36;39;143;568
19,0881568532152;19,8137961557116;19,730446831457;18,4434335432005;77,0758333835844;39;28;43;35;145;
19,0881568532152;19,8638734717536;18,9665148089568;19,8137961557116;77,7323412896372;39;36;40;28;143;
19,0204357425479;19,8994949366117;19,9283685739996;19,8137961557116;78,6620954088708;30;43;36;28;137;
;;;;;;;;;;
200;;;;;;;;;;
19,8137961557116;19,3203279175829;19,0881568532152;19,730446831457;77,9527277579667;28;35;39;43;145;553
19,8137961557116;18,0972543550821;19,730446831457;19,7993783695076;77,4408757117583;28;35;43;28;134;
19,8638734717536;18,8455161660959;19,730446831457;19,7247427619151;78,1645792312216;36;31;43;18;128;
19,8638734717536;19,8137961557116;19,0881568532152;19,730446831457;78,4962733121374;36;28;39;43;146;
;;;;;;;;;;
250;;;;;;;;;;
19,8638734717536;19,8137961557116;19,730446831457;19,0881568532152;78,4962733121374;36;28;43;39;146;551
19,9283685739996;19,0881568532152;19,8137961557116;19,730446831457;78,5607684143834;36;39;28;43;146;
19,8994949366117;18,5588739562032;18,4434335432005;19,718673555251;76,6204759912664;43;20;35;31;129;
19,0881568532152;19,9712975882009;19,4696286954981;18,9574173292382;77,4865004661524;39;24;27;40;130;
;;;;;;;;;;
300;;;;;;;;;;
19,730446831457;19,3630705162496;18,4434335432005;19,9639900388576;77,5009409297647;43;25;35;29;132;561
19,8638734717536;19,0881568532152;19,8137961557116;19,730446831457;78,4962733121374;36;39;28;43;146;
19,0881568532152;19,8137961557116;19,730446831457;19,8638734717536;78,4962733121374;39;28;43;36;146;
19,8638734717536;19,730446831457;19,0204357425479;19,8137961557116;78,4285522014701;36;43;30;28;137;
;;;;;;;;;;
350;;;;;;;;;;
19,8137961557116;18,4434335432005;19,8994949366117;19,0881568532152;77,2448814887391;28;35;43;39;145;574
19,8638734717536;19,0204357425479;19,730446831457;19,8137961557116;78,4285522014701;36;30;43;28;137;
19,8137961557116;19,730446831457;19,0881568532152;19,8638734717536;78,4962733121374;28;43;39;36;146;
19,8638734717536;19,730446831457;19,8137961557116;19,0881568532152;78,4962733121374;36;43;28;39;146;
;;;;;;;;;;
400;;;;;;;;;;
19,8137961557116;19,4696286954981;18,6898112155471;18,9574173292382;76,930653395995;28;27;33;40;128;563
19,8638734717536;19,0881568532152;19,8137961557116;19,3003653443789;78,0661918250594;36;39;28;40;143;
19,8137961557116;19,8638734717536;19,0881568532152;19,8994949366117;78,6653214172921;28;36;39;43;146;
19,730446831457;19,0881568532152;19,8638734717536;19,8137961557116;78,4962733121374;43;39;36;28;146;
;;;;;;;;;;
450;;;;;;;;;;
19,8638734717536;19,730446831457;19,718673555251;18,7756386009222;78,0886324593838;36;43;31;26;136;573
19,8137961557116;18,4434335432005;19,730446831457;19,0881568532152;77,0758333835844;28;35;43;39;145;
19,0881568532152;19,730446831457;19,8638734717536;19,8137961557116;78,4962733121374;39;43;36;28;146;
19,0881568532152;19,730446831457;19,8137961557116;19,8638734717536;78,4962733121374;39;43;28;36;146;
;;;;;;;;;;
500;;;;;;;;;;
19,8137961557116;19,730446831457;19,0881568532152;19,8638734717536;78,4962733121374;28;43;39;36;146;584
19,8638734717536;19,0881568532152;19,8137961557116;19,730446831457;78,4962733121374;36;39;28;43;146;
19,0881568532152;19,8137961557116;19,8994949366117;19,8638734717536;78,6653214172921;39;28;43;36;146;
19,8638734717536;19,0881568532152;19,8137961557116;19,730446831457;78,4962733121374;36;39;28;43;146;
