0.56653,0.56653,0.00000,30.00000,30.00000
1.36414,0.82465,0.56653,29.43347,30.00000
0.65796,0.34030,0.82465,28.06933,30.00000
1.33939,1.55895,0.34030,27.41137,30.00000
0.78665,2.09776,1.55895,26.07198,30.00000
0.59074,2.66685,2.09776,25.28533,30.00000
1.15946,3.38223,2.66685,24.69459,30.00000
0.22349,3.56893,3.38223,23.53513,30.00000
0.87439,4.27871,3.56893,23.31164,30.00000
1.16426,4.46665,4.27871,22.43725,30.00000
0.74080,3.78674,4.46665,21.27299,30.00000
0.54462,3.24683,3.78674,20.53219,30.00000
0.36588,3.00480,3.24683,19.98757,30.00000
2.69273,5.19627,3.00480,19.62170,30.00000
0.62632,5.46934,5.19627,16.92897,30.00000
0.51764,5.14799,5.46934,16.30264,30.00000
4.47284,6.39480,5.14799,15.78500,30.00000
1.23480,7.56323,6.39480,11.31216,30.00000
0.40442,7.92505,7.56323,10.07736,30.00000
0.21600,8.08046,7.92505,9.67294,30.00000
1.75701,8.45471,8.08046,9.45694,30.00000
8.45471,8.45471,0.00000,30.00000,30.00000
0.91041,7.56666,8.45471,21.54529,30.00000
0.56461,7.19861,7.56666,20.63489,30.00000
0.69921,6.94459,7.19861,20.07028,30.00000
2.34610,9.28577,6.94459,19.37107,30.00000
0.48548,9.65503,9.28577,17.02497,30.00000
0.82973,9.82173,9.65503,16.53949,30.00000
1.71534,9.70803,9.82173,15.70975,30.00000
0.50040,9.63746,9.70803,13.99441,30.00000
1.11141,9.43607,9.63746,13.49401,30.00000
0.96285,10.32877,9.43607,12.38260,30.00000
1.06243,9.35488,10.32877,11.41976,30.00000
1.39545,9.67646,9.35488,10.35732,30.00000
9.67646,9.67646,0.00000,30.00000,30.00000
2.34469,7.91818,9.67646,20.32354,30.00000
1.46731,8.19076,7.91818,17.97885,30.00000
0.83577,7.36451,8.19076,16.51154,30.00000
0.67764,6.71815,7.36451,15.67576,30.00000
2.83143,7.26870,6.71815,14.99812,30.00000
2.10306,8.86321,7.26870,12.16669,30.00000
1.44109,9.00084,8.86321,10.06363,30.00000
9.00084,9.00084,0.00000,30.00000,30.00000
1.15586,7.88432,9.00084,20.99916,30.00000
0.88418,7.51854,7.88432,19.84331,30.00000
0.77001,6.88850,7.51854,18.95913,30.00000
0.63847,6.25951,6.88850,18.18912,30.00000
1.48284,6.39206,6.25951,17.55065,30.00000
1.57051,4.89926,6.39206,16.06780,30.00000
1.44162,3.80808,4.89926,14.49729,30.00000
0.56178,3.26292,3.80808,13.05567,30.00000
3.13305,1.44343,3.26292,12.49389,30.00000
1.44343,0.00000,1.44343,9.36084,30.00000
0.00000,0.00000,0.00000,30.00000,30.00000
