path_1_0.1;;;;;;;;;;
24,487491654202;26,8677703848857;30,3360094267532;81,691271465841;41;61;64;166;;;175,266666666667
23,4785109292523;26,9415607022171;30,6951830298706;81,11525466134;48;54;73;175;;;
23,5453980694907;26,2025827864565;30,9256814798283;80,6736623357756;41;61;71;173;;;
23,730446831457;26,8615440187058;31,0192366349968;81,6112274851595;55;55;69;179;;;
23,3650581819917;26,8615440187058;30,794264900907;81,0208671016045;53;55;68;176;;;
24,1065141588729;25,8566697622616;31,0192366349968;80,9824205561312;55;44;69;168;;;
23,730446831457;26,4733103626658;31,0192366349968;81,2229938291196;55;51;69;175;;;
24,9440741746323;26,9985144502045;31,718673555251;83,6612621800878;39;61;69;169;;;
24,223047074871;26,9985144502045;31,9128469927342;83,1344085178096;58;61;53;172;;;
24,1065141588729;26,8677703848857;30,6115957822432;81,5858803260018;55;61;65;181;;;
23,730446831457;26,8677703848857;31,6702063056149;82,2684235219576;55;61;68;184;;;
23,9613142423703;26,9985144502045;30,8473374107269;81,8071661033016;49;61;68;178;;;
23,730446831457;26,4881638076094;31,6919588091941;81,9105694482605;55;62;62;179;;;
24,2951647777925;26,7883692240834;31,0192366349968;82,1027706368728;48;58;69;175;;;
24,223047074871;26,8615440187058;31,6365725064989;82,7211636000757;58;55;66;179;;;
path_2_0.2;;;;;;;;;;
22,844454977356;24,2493733246437;25,607698869111;31,2700641860063;103,971591357117;55;42;60;53;210;208,2
21,1651246822445;24,148755042329;26,2954496111452;31,7760718634946;103,385401199213;47;48;58;57;210;
21,1651246822445;24,7990365822019;26,7030904638988;31,8799367356581;104,547188464003;47;50;57;57;211;
21,1651246822445;24,5079286454465;26,1571641915678;31,7634038196599;103,593621338919;47;48;58;60;213;
22,5925190751513;24,7252462648705;26,5579007923706;29,9928990875402;103,868565219933;48;50;60;52;210;
20,9640367478362;24,8127191279462;25,5859463655318;31,3072957172702;102,669997958584;35;52;53;60;200;
21,1651246822445;24,7252462648705;26,7030904638988;31,1364576817402;103,729919092754;47;50;57;54;208;
22,844454977356;24,7990365822019;26,9125006492946;30,3381009323466;104,894093141199;55;50;58;49;212;
20,9447623053775;24,5180406270747;25,5339085517796;31,8890342153767;102,885745699609;38;50;67;60;215;
20,9447623053775;24,5180406270747;20,0551998871605;31,449028909508;96,9670317291208;38;50;46;59;193;
22,844454977356;23,9707380619309;24,2978405742798;30,3465144607995;101,459548074366;55;45;60;52;212;
21,7242317851092;24,7343550644213;26,0842599400831;30,895804660363;103,438651449977;41;37;55;57;190;
21,1651246822445;20,6868409177294;26,1571641915678;31,0181282838016;99,0272580753433;47;33;58;55;193;
21,1651246822445;24,7252462648705;26,5526589098554;30,3465144607995;102,78954431777;47;50;66;52;215;
21,1651246822445;24,7990365822019;26,1571641915678;31,7242317851092;103,845557241123;47;50;58;59;214;
