35.5666177255,39.8520888757,38.6406558352,114.059362436
20.5366310572,39.8990134427,39.4116509848,99.8472954848
32.9223331697,39.2663684946,23.1131222798,95.3018239441
35.5666177255,39.1339491457,37.5246133367,112.225180208
37.3756564092,39.4268774878,24.0805229549,100.883056852
33.5351455075,37.4733216603,26.3455571138,97.3540242816
21.365058182,39.5367909852,37.5759630197,98.4778121868
33.0498641332,39.1973822199,23.2912678647,95.5385142177
34.6422232805,39.7312193788,38.4558908317,112.829333491
35.2832096052,39.9967959785,22.1487550423,97.4287606261
35.5666177255,38.8103061834,24.4434335432,98.8203574521
36.8755687525,39.3239018286,24.0805229549,100.279993536
37.2832096052,39.2237970047,35.9191087702,112.42611538
31.2514236767,38.7274405675,39.774755129,109.753619373
37.831469486,39.7924638726,21.9508446196,99.5747779782
39.0827955923,39.1901211576,23.7186735553,101.991590305
34.2625341294,39.7831686575,24.0160278526,98.0617306395
33.1377572167,32.967886952,39.8780422631,105.983686432
34.5777281782,39.827773633,21.9508446196,96.3563464308
34.6935729635,39.0285318501,24.3269006272,98.0490054407
20.5366310572,39.7252575626,24.1040247779,84.3659133977
38.6305371022,39.3333223326,24.0805229549,102.04438239
33.2514236767,39.9432089637,24.9324519027,98.1270845431
23.1421823327,39.7668408437,39.3979684391,102.306991615
20.5366310572,39.651818218,35.8278635106,96.0163127859
39.7352617207,39.6576097113,23.1355629141,102.528434346
36.1233314484,38.5499831134,38.3398950422,113.013209604
32.472135955,39.6504414678,37.1421823327,109.264759755
32.6656212617,31.4679746087,39.8780422631,104.011638134
36.9035204542,39.2144712612,22.1487550423,98.2667467578
