22.848005547048654;22.66562126173752;23.271172537201508;26.14764669113384;94.93244603712152;52.0,39.0,45.0,49.0,185.0
20.471938219632758;22.66562126173752;22.362335676525813;23.654178453005045;89.15407361090114;49.0,39.0,49.0,56.0,193.0
22.95741732923815;24.28593211071123;22.362335676525813;27.965552942808138;97.57123805928333;52.0,39.0,49.0,56.0,196.0
20.313755207963357;21.532114441924808;22.297840574279835;27.63558802283418;91.77929824700219;47.0,29.0,41.0,54.0,171.0
20.11969498940653;22.66562126173752;24.436125993857225;27.934003508932904;95.15544575393417;49.0,39.0,49.0,56.0,193.0
23.86775908720181;22.66562126173752;22.362335676525813;23.654178453005045;92.5498944784702;52.0,39.0,49.0,56.0,196.0
22.462840739914153;22.436125993857225;25.374155661710358;27.059096800292707;97.33221919577444;43.0,40.0,49.0,61.0,193.0
22.95741732923815;22.66562126173752;23.85764710557361;27.2892801989182;96.76996589546746;52.0,39.0,49.0,56.0,196.0
23.520763132540633;22.66562126173752;24.25866853972912;26.23066967554652;96.67572260955379;51.0,39.0,49.0,56.0,195.0
23.041677269321212;22.620890997328626;22.912687064829257;21.654178453005045;90.22943378448414;44.0,39.0,45.0,49.0,177.0
22.705481427033437;24.28593211071123;23.300365344378946;23.654178453005045;93.94595733512865;52.0,39.0,49.0,56.0,196.0
22.705481427033437;24.233345472033857;25.19601007683705;27.601389929181103;99.73622690508546;52.0,37.0,49.0,47.0,185.0
22.848005547048654;22.620890997328626;23.300365344378946;26.23066967554652;94.99993156430276;52.0,39.0,49.0,56.0,196.0
23.901689239237307;24.63169110970203;24.78895985080269;24.500576305733503;97.82291650547553;49.0,42.0,31.0,46.0,168.0
23.86775908720181;24.00482352844665;25.970609457455737;26.500576305733503;100.34376837883771;52.0,33.0,49.0,53.0,187.0
