9.65685424949;8.01976483784;10.262405525;9.22677276241;37.1657973747
10.0,21.0,13.0,26.0,70.0
10.5962560604;8.06449510225;10.6253161133;9.40491834729;38.6909856232
18.0,18.0,19.0,18.0,73.0
10.262405525;8.01976483784;10.8481919626;6.57649122254;35.7068535479
13.0,21.0,33.0,3.0,70.0
10.9748368602;6.57649122254;10.8481919626;9.76782893563;38.167348981
17.0,15.0,33.0,14.0,79.0
